"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"NO. 2 & 4, JALAN RAJA NALA 20, 42200 KAPAR KLANG, SELANGOR    42000 KLANG Selangor","","","3.1431855","B/PJB WT 010/2025","101.3746641","http://maps.google.com/?q=3.1431855,	101.3746641","FAMILIES  CARE CENTRE","","9","01110973931","2026-05-07T15:24:38.147Z","24.09.2025 - 23.09.2030"
"NO. 29, JALAN AWANA 11, TAMAN CHERAS AWANA, 43200 CHERAS, SELANGOR   43200  Selangor","","","3.0881099","B/PJB WT 016/2023","101.7594255","http://maps.google.com/?q=3.0881099,	 ,101.7594255","FAVOURITE HOME CARE CENTRE","","9","016-2080671","2026-05-07T15:24:38.148Z","22.09.2023 - 21.09.2028"
"NO 17, JALAN RESAM, TAMAN BUKIT TIRAM, ULU TIRAM   81800  Johor","","","1.6069520168731457","J/PJBWT066/2024","103.81481109604934","http://maps.google.com/?q=1.6069520168731457, 103.81481109604934","FCC FAMILY CARE CENTRE SDN BHD","","9","0176787775","2026-05-07T15:24:38.148Z","05.12.2024 - 04.12.2029"
"PTD 14521 JALAN PERSIARAN KEMPAS BARU, 81200 JOHOR BAHRU   81200  Johor","","","1.524759751451896","J/PJBWE003/2026","103.70483147286873","http://maps.google.com/?q=1.524759751451896, 103.70483147286873","FU KA CARE CENTRE","","9","0167766802","2026-05-07T15:24:38.148Z","13.01.2026 - 01.01.2031"
"17, Jalan Suajana Perdana 3, Taman Saujana,    86000  Kluang Johor","","","2.0127153888173135","J/PJHWE062/2025","103.27450705423347","http://maps.google.com/?q=2.0127153888173135, 103.27450705423347","GABRIEL ELDERCARE CENTRE","","9","018-2687757","2026-05-07T15:24:38.148Z","06.08.2025 - 05.08.2030"
"Lot 34810 & 43096, Persiaran Arafah, Segambut 51200 Segambut WP Kuala Lumpur","","","3.18893","W/PJH WE 004/2026","101.67349","http://maps.google.com/?q=3.18893, 101.67349","Genting Dementia Care Centre","","9","03-61222000","2026-05-07T15:24:38.148Z","30.03.2026 - 29.03.2031"
"130,131,132, JALAN KENANGA 29/6, BANDAR INDAHPURA,    81000  KULAI, Johor","","","1.6426515664094863","J/PJBWE086/2025","103.61914844418133","http://maps.google.com/?q=1.6426515664094863, 103.61914844418133","GENTLE HILL ELDER CARE CENTRE","","9","012-7288006","2026-05-07T15:24:38.148Z","14.11.2025 - 13.11.2030"
"No. 12, Lorong 4, Taman Pegawai Kanan Kerajaan, Taiping,   34000  Perak","","","4.8575716","A/PJB WT 070/2021","100.7193908","http://maps.google.com/?q=4.8575716 ,100.7193908","Global Village Care Centre","","10","012-5236257, 016-8431675","2026-05-07T15:24:41.211Z","07.12.2021 - 06.12.2026"
"No. 2,4,6,8 & 10, Jalan Mengkibol 2/1, Taman Mengkibol, 86000 Kluang, Johor.   86000  Johor","","","1.9991972","J/PJB WT 013/2023","103.3218909","http://maps.google.com/?q=1.9991972 ,103.3218909","GM CARE CENTRE","","10","07-7743788","2026-05-07T15:24:41.211Z","22.02.2023 - 21.02.2028"
"NO. 18, JALAN SRI SELAYANG 1, TAMAN SRI SELAYANG, 68100 BATU CAVES, SELANGOR    68100  Selangor","","","3.2388509","B/PJB WT 019/2024","101.6684562","http://maps.google.com/?q=3.2388509,	 ,101.6684562,","GOLD CARE CENTRE","","10","012-3201067","2026-05-07T15:24:41.211Z","26.08.2024 - 25.08.2029"
"No. 1, Jalan Merbah Ipoh Garden, 31400 Ipoh   31400  Perak","","","4.6128706","A/PJB WT 055/2024","101.109494","http://maps.google.com/?q=4.6128706 ,101.109494","Golden Age Care Centre","","10","012-6942882","2026-05-07T15:24:41.211Z","08.10.2024 - 07.10.2029"
"No.24 & 25 Taman Ria 2, Jalan Salleh 84000 Muar, Johor   84000  Johor","","","1.847091","J/PJB WT 030/2024","102.956867","http://maps.google.com/?q=1.847091 ,102.956867","Golden Age Care Centre Sdn. Bhd","","10","06-9533355","2026-05-07T15:24:41.212Z","29.05.2024 - 28.05.2029"
"No.28-10 & 29-1 Taman Ria 2, Jalan Salleh 84000 Muar,   84000  Johor","","","2.078422","J/PJBWT 031/2024","102.581364","http://maps.google.com/?q=2.078422 ,102.581364","Golden Age Care Centre Sdn. Bhd","","10","069533355","2026-05-07T15:24:41.212Z","29.05.2024 - 28.05.2029"
"Lot 643 K.B XXXVI, Jalan Bukit Serindit Bukit Serindit,  Melaka Tengah    75400  Melaka","goledenagecare01@gmail.com","","2.2028048","M/PJB WT 017 / 2021","102.2618493","http://maps.google.com/?q=2.2028048 ,102.2618493","Golden Age Care Centre Sdn. Bhd.","","10","012-7711083","2026-05-07T15:24:41.212Z","21.04.2021 - 20.04.2026"
"No. 15, Jalan Labrooy,    30100 Ipoh Perak","sagunthalanairs@gmail.com","","4.6131767","A/PJB WE 008/2026","101.0761299","http://maps.google.com/?q=4.6131767, 101.0761299","Golden Age Elderly Care Centre","","10","018-7895113","2026-05-07T15:24:41.212Z","23.02.2026 - 22.02.2031"
"No. 2A, Jalan Bulan,  Taman Westpool,  Ipoh, 31400  Perak","","","4.6132707","A/PJB WT 015/2021","101.1032662","http://maps.google.com/?q=4.6132707 ,101.1032662","Golden Age Elderly Care Centre (Cawangan)","","10","018-7895113, 05-5063112","2026-05-07T15:24:41.212Z","23.03.2021 - 22.03.2026"
"No. 30, 32 & 32A, Jalan Seroja 1 Taman Pusing Baru 31550 Pusing 31550  Perak","","","4.4868506","A/PJB WT 030/2024","101.0119916","http://maps.google.com/?q=4.4868506 ,101.0119916","Golden Apple Care Centre","","10","011-26282313","2026-05-07T15:24:41.212Z","07.05.2024 - 06.05.2029"
"Lot 352473, Hala Pegoh 12,  RPT Pengkalan Pegoh Seberang,  Ipoh 31500  Perak","","-","4.5352581","A/PJB WT 044/2022","101.0804368","http://maps.google.com/?q=4.5352581 ,101.0804368","Golden Apple Senior Citizen Care Centre","","11","014-3029933, 01126282313","2026-05-07T15:24:44.999Z","12.10.2022 - 11.10.2027"
"NO. 33, KOMPLEKS PERNIAGAAN UTAMA, JALAN SULTANAH, 05350 ALOR SETAR, KEDAH DARUL AMAN 05350 ALOR SETAR Kedah","","","6.1424535","K/PJB WE 016/2025","100.3423399","http://maps.google.com/?q=6.1424535,100.3423399","GOLDEN CARE CENTRE","","11","","2026-05-07T15:24:44.999Z","22.07.2025 - 21.07.2030"
"142, Lorong Chengkih H2/7 Taman Antek Avenue  36000 Teluk Intan Perak","","","4.01119","A/PJB WE 010/2025","101.02042","http://maps.google.com/?q=4.01119, 101.02042","Golden Eldercare Senior Living Care Centre PLT","","11","014-9276960","2026-05-07T15:24:44.999Z","04.03.2025 - 03.03.2030"
"No. 91E, Jalan Changkat Jong, 36000 Teluk Intan   36000 Teluk Intan Perak","","","4.012257","A/PJH WE 009/2025","101.035436","http://maps.google.com/?q=4.012257, 101.035436","Golden Eldercare Senior Living Care Centre PLT","","11","014-9276960","2026-05-07T15:24:45.000Z","04.03.2025 - 03.03.2030"
"No. N20H, Jalan Bharu Kampung Koh,  32000 Sitiawan  32000  Perak","","","4.1968428","A/PJB WT 018/2024","100.7072862","http://maps.google.com/?q=4.1968428 ,100.7072862","Golden Hand Care Centre","","11","018-3734010","2026-05-07T15:24:45.000Z","15.03.2024 - 14.03.2029"
"No 1, Jalan Bagan 19, Taman Bagan    13400 Butterworth Pulau Pinang","","","5.41155","P/PJB WT 002/2024","100.38440","http://maps.google.com/?q=5.41155 ,100.38440","Golden Home Elderly Care Centre","","11","0149451986","2026-05-07T15:24:45.000Z","18.01.2024 - 17.01.2029"
"41 Lengkok Burma, Pulau Tikus Georgetown  10350 Georgetown Pulau Pinang","","","5.425647","P/PJB WT 014/2024","100.312357","http://maps.google.com/?q=5.425647 ,100.312357","Golden Living Care Centre Sdn Bhd","","11","0124888868","2026-05-07T15:24:45.000Z","20.05.2024 - 19.05.2029"
"NO. 1, SS3/59, 47300 PETALING JAYA, SELANGOR    47300 PETALING JAYA Selangor","","","3.1095843","B/PJB WT 018/2025","101.6145035","http://maps.google.com/?q=3.1095843	101.6145035","GOLDEN ROOTS ELDER CARE CENTRE","","11","03-78656228","2026-05-07T15:24:45.000Z","19.12.2025 - 18.12.2030"
"NO. 3, JALAN SS 3/59, 47300 PETALING JAYA, SELANGOR    47300  Selangor","","","3.1096","B/PJB WT 015/2024","101.61425","http://maps.google.com/?q=3.1096	 ,101.61425","GOLDEN ROOTS ELDER CARE CENTRE (2)","","11","010-8818806","2026-05-07T15:24:45.001Z","05.06.2024 - 04.06.2029"
"NO. 52, JALAN BK 4/3, BANDAR KINBRARA 47180 PUCHONG, SELANGOR    47180  Selangor","","","3.0448766","B/PJB WT 014/2024","101.6390792","http://maps.google.com/?q=3.0448766	 ,101.6390792","GOLDEN YEARS BANDAR KINRARA, CARE CENTRE","","11","011-63322833","2026-05-07T15:24:45.001Z","24.05.2024 - 23.05.2029"
"NO. S-G-8 GAYA, PERSIARAN KEMUNING DAMAI, SEKSYEN 32, KOTA KEMUNING 40460 SHAH ALAM, SELANGOR    40460 SHAH ALAM Selangor","","","2.9949952","B/PJB WT 001/2025","101.5545856","http://maps.google.com/?q=2.9949952	101.5545856","GOLDEN YEARS BUKIT RIMAU CARE CENTRE (2)","","12","011-63322833","2026-05-07T15:24:47.997Z","05.02.2025 - 04.02.2030"
"NO. 5, JALAN ANGGERIK ARANDA 31/171, KOTA KEMUNING, 40460 SHAH ALAM, SELANGOR   40460  Selangor","","","2.994111382832","B/PJB WT 017/2023","101.54919608482679","http://maps.google.com/?q=2.994111382832	 ,101.54919608482679","GOLDEN YEARS CARE CENTRE","","12","01163322833","2026-05-07T15:24:47.998Z","06.10.2023 - 05.10.2028"
"Lot. 207535, Taman Saujana  Mukim Sungai Terap Batu Gajah 31000 Batu Gajah Perak","aichoo.julie@gmail.com","","4.4893","A/PJB WE 033/2025","101.0212","http://maps.google.com/?q=4.4893, 101.0212","Good Care Centre","","12","016-5445229","2026-05-07T15:24:47.998Z","19.08.2025 - 18.08.2030"
"78, Hala Bercham Timur 11, Bercham Heights Ipoh,  Ipoh,  31400  Perak","","","4.6285345","A/PJB WT 005/2023","101.1295453","http://maps.google.com/?q=4.6285345 ,101.1295453","Grace Care Centre","","12","012-5063460, 011-52826633","2026-05-07T15:24:47.998Z","29.03.2023 - 28.03.2028"
"LOT 326, JALAN SAGA, KAMPUNG SAGA,  88000  Sabah","","","5.9933281","S/PJBWT/001-2022","116.1084086","http://maps.google.com/?q=5.9933281 ,116.1084086","GRACE OLD FOLKS HOME CARE CENTRE","","12","0128276288","2026-05-07T15:24:47.998Z","20.04.2022 - 19.04.2027"
"LOT 326, JALAN SAGA KAMPUNG LIKAS  88000 KOTA KINABALU Sabah","","","5.993477476680765","S/PJB WT/01-2022","116.11064020971529","http://maps.google.com/?q=5.993477476680765, 116.11064020971529","GRACE OLD FOLKS HOME CARE CENTRE","","12","0128276288","2026-05-07T15:24:47.998Z","20.04.2022 - 19.04.2027"
"KT 61, Kampung Tengah,  Sungai Abong, muar  84000  Johor","","","2.067902","J/PJB WT 007/2022","102.604699","http://maps.google.com/?q=2.067902 ,102.604699","GRACEVILLE SENIOR CARE CENTRE","","12","06-9524950","2026-05-07T15:24:47.998Z","08.02.2022 - 07.02.2027"
"No. 25, Laluan Desa Putra 28,  Desa Putra Indah, 31400 Ipoh  31400 Ipoh Perak","finalau2012@hotmail.com","","4.6538254","A/PJB WE 027/2025","101.1403097","http://maps.google.com/?q=4.6538254, 101.1403097","Green Garden Care Centre","","12","016-3362088","2026-05-07T15:24:47.999Z","04.07.2025 - 03.07.2030"
"Lot 447A Jalan Peradin, Batu 1/2, 82000 Pontian, Johor   82000 Batu Pahat Johor","","","1.4264716739683458","J/PJBWE014/2026","103.46905890637562","http://maps.google.com/?q=1.4264716739683458, 103.46905890637562","Green Garden Care Centre Sdn. Bhd","","12","012-7314888","2026-05-07T15:24:47.999Z","30.01.2026 - 29.01.2031"
"No. 90, Jalan Kompleks Sukan,  Ipoh  31400  Perak","","","4.6132538","A/PJB WT 024/2021","101.1046907","http://maps.google.com/?q=4.6132538 ,101.1046907","Green Gates Age Care Centre","","12","05-5462832, 012-5198522","2026-05-07T15:24:48.000Z","30.04.2021 - 29.04.2026"
"No. 24, Jalan Lee Kwee Foh,  Taman Canning, Ipoh 31400  Perak","","","4.6016318","A/PJB WT 025/2021","101.1051534","http://maps.google.com/?q=4.6016318 ,101.1051534","Green Gates Care Centre","","13","05-5486838, 012-5198522","2026-05-07T15:24:50.944Z","30.04.2021 - 29.04.2026"
"No. 88, Jalan Kompleks Sukan,  Ipoh,  31400  Perak","","","4.613152","A/PJB WT 026/2021","101.1022412","http://maps.google.com/?q=4.613152 ,101.1022412","Green Gates Elderly Care Centre","","13","05-5467832, 012-5225023","2026-05-07T15:24:50.944Z","30.04.2021 - 29.04.2026"
"NO. 445, JALAN SS9A/2, SUNGAI WAY  47300 PETALING JAYA, SELANGOR   47300  Selangor","","","3.088552","B/PJBWT 001/2023","101.6146774","http://maps.google.com/?q=3.088552,	 ,101.6146774,","GREEN MEDICARE HOUSE CARE CENTRE","","13","012-6801505","2026-05-07T15:24:50.945Z","17.01.2023 - 16.01.2028"
"No. 14, Lebuh Cecil Rae,   Taman Canning, 31400 Ipoh 31400  Perak","","","4.6041401","A/PJB WT 023/2024","101.1052382","http://maps.google.com/?q=4.6041401 ,101.1052382","GRG Senior Care Centre","","13","05-5461223, 012-5225023","2026-05-07T15:24:50.945Z","26.03.2024 - 25.03.2029"
"NO.23, JALAN AMINUDDIN BAKI,    70100 Seremban Negeri Sembilan","happinesshome12@gmail.com","","2.71709","N/PJBWE022/2025","101.95200","http://maps.google.com/?q=2.71709 ,101.95200","HAPPINESS HOME CARE CENTRE PLT","","13","012-3517806","2026-05-07T15:24:50.945Z","22.04.2025 - 21.04.2030"
"NO. 714,   JALAN RASAH  70300 Seremban Negeri Sembilan","","","2.70039","N/PJB WE 11/2024","101.94136","http://maps.google.com/?q=2.70039 ,101.94136","HAPPY LIFE CARE CENTRE","","13","016-6025045","2026-05-07T15:24:50.946Z","27.05.2024 - 26.05.2029"
"NO.186, JALAN MANGGA 6,RASAH,    70300 Seremban Negeri Sembilan","","","2.70030","N/PJB WT 04/2022","101.94149","http://maps.google.com/?q=2.70030 ,101.94149","HAPPY LIFE CARE CENTRE (CAWANGAN)","","13","013-8347054","2026-05-07T15:24:50.946Z","28.01.2022 - 27.01.2027"
"No.115, Jalan 12/39, Taman Petaling, Kepong Baru, 52100  WP Kuala Lumpur","","","3.19706","W/PJB WT 019/2023","101.64963","http://maps.google.com/?q=3.19706 ,101.64963","Happy Old Folk Care Centre","","13","016-3159778","2026-05-07T15:24:50.946Z","31.07.2023 - 30.07.2028"
"9, Jalan Labrooy,  30100 Ipoh  30100  Perak","","","4.6124544","A/PJB WT 043/2024","101.0711013","http://maps.google.com/?q=4.6124544 ,101.0711013","Happy Old Folks Care Centre","","13","016-5951750, 011-23643372, 016-5951750","2026-05-07T15:24:50.946Z","08.08.2024 - 07.08.2029"
"15, Jalan Labrooy, Ipoh,   30100  Perak","","","4.612467","A/PJB WT 021/2020","101.0757183","http://maps.google.com/?q=4.612467 ,101.0757183","Happy Old Folks Care Centre","","13","016-5951750, 05-5064008","2026-05-07T15:24:50.947Z","22.12.2021 - 21.12.2026"
"9, Jalan Labrooy, Ipoh,   30100  Perak","","","4.6124145","A/PJB WT 011/2019","101.0736419","http://maps.google.com/?q=4.6124145 ,101.0736419","Happy Old Folks Home","","14","016-5951750, 05-5064009","2026-05-07T15:24:54.073Z","19.03.2019 - 18.03.2024"
"971 Mukim 3 Permatang Durian 13210 Kepala Batas Pulau Pinang","","","5.54710","P/PJB WT 005/2025","100.47170","http://maps.google.com/?q=5.54710, 100.47170","Happy Retirement Home Care Centre","","14","","2026-05-07T15:24:54.073Z","10.02.2025 - 09.02.2030"
"NO 8, JALAN BINTANG EMPAT, TAMAN KOPERASI BAHAGIA  83000 Batu Pahat Johor","hayaticarecentre@gmail.com","","1.861930","J/PJBWT046/2024","102.949307","http://maps.google.com/?q=1.861930, 102.949307","Hayati Care Centre","","14","01170233470","2026-05-07T15:24:54.073Z","28.11.2024 - 27.11.2029"
"PETI SURAT 332, KG. PURAK  89600  Sabah","","","5.6917912","S/PJB WT/002-2022","115.9929451","http://maps.google.com/?q=5.6917912 ,115.9929451","HOLY FAMILY RESIDENCE FOR SENIOR CITIZENS","","14","0138709800","2026-05-07T15:24:54.074Z","18.07.2022 - 17.07.2027"
"NO.60A, LEBUHRAYA DARULAMAN (KANCUT)  05100 Alor Setar Kedah","","","6.13101866544175","K/PJB WT 024/2022","100.36803489700884","http://maps.google.com/?q=6.13101866544175 ,100.36803489700884","HOME LIVING CARE CENTER SDN. BHD.","","14","0112081816","2026-05-07T15:24:54.074Z","04.12.2022 - 03.12.2027"
"No. 96, Jalan Songkit 2, Taman Sentosa, 80150 Johor Bahru, Johor   80150 Johor Bahru Johor","","","1.4930780650357722","J/PJHWE032/2026","103.77018441655173","http://maps.google.com/?q=1.4930780650357722, 103.77018441655173","Home Town Care Centre","","14","019-3564367/016-7118493","2026-05-07T15:24:54.074Z","12.03.2026 - 11.03.2031"
"NO 396/52 TAMAN MEGAWAY, JALAN SIKAMAT,   70400 Seremban Negeri Sembilan","","","","N/PJB WE 19/2024","","","HOUSE OF MEGAWAY CARE CENTRE (CAW)","","14","019-6219723","2026-05-07T15:24:54.074Z","28.06.2024 - 27.06.2029"
"486, JALAN KEMBOJA 7 TAMAN MEGAWAYS   70400 Seremban Negeri Sembilan","","","2.69835","N/PJB WT 07/2023","101.93301","http://maps.google.com/?q=2.69835 ,101.93301","HOUSE OF MEGAWAYS CARE CENTRE","","14","019-6219723","2026-05-07T15:24:54.074Z","11.04.2023 - 10.04.2028"
"No.31, Jalan Lang Perut Putih 3, Kepong Baru, 52100  WP Kuala Lumpur","","","3.19117","W/PJB WT 018/2023","101.64564","http://maps.google.com/?q=3.19117 ,101.64564","HPY Old Folk Care Centre","","14","012-2262218","2026-05-07T15:24:54.074Z","31.07.2023 - 30.07.2028"
"L-1-01, SILK SKY, JALAN KB 2/15, KAMPUNG BARU BALAKONG, 43300 SERI KEMBANGAN, SELANGOR    43300  Selangor","","","3.02768","B/PJB WT 007/2024","101.75032","http://maps.google.com/?q=3.02768	 ,101.75032","HUAIDER CARE CENTRE","","14","018-9602883","2026-05-07T15:24:54.075Z","08.05.2024 - 07.05.2029"
"NO.66 JALAN BUNGA KERTAS, TAMAN MASAI    81750 JOHOR BAHRU Johor","","","1.484520","J/PJBWE 069/2025","102.956872","http://maps.google.com/?q=1.484520 ,102.956872","I HOME CARE CENTER","","15","01165165605","2026-05-07T15:24:57.600Z","20.08.2025 - 19.08.2030"
"No. 2, Lapangan Perdana 29,  Panorama Lapangan Perdana,  Ipoh 31650  Perak","","","4.551222","A/PJB WT 049/2022","101.1023144","http://maps.google.com/?q=4.551222 ,101.1023144","Ideal Care Centre","","15","016-5570036","2026-05-07T15:24:57.600Z","08.12.2022 - 07.12.2027"
"No. 5, Lorong Taman Ipoh 2,  Taman Ipoh Selatan,  Ipoh 31400  Perak","","","4.6052995","A/PJB WT 020/2020","101.1194036","http://maps.google.com/?q=4.6052995 ,101.1194036","IG Care Centre","","15","012-6942882","2026-05-07T15:24:57.600Z","22.10.2020 - 21.10.2025"
"11A & 15, Jalan Jelita Taman Jelita Nibong Tebal 14200 Nibong Tebal Pulau Pinang","","","5.229471","P/PJBWT043/2022","100.502804","http://maps.google.com/?q=5.229471 ,100.502804","Jawi Care Centre","","15","0175802909","2026-05-07T15:24:57.601Z","22.11.2022 - 21.11.2027"
"No.15, Jalan Hujan Bubuk, Taman OUG, 58200  WP Kuala Lumpur","","","3.06698","W/PJB WT 009/2024","101.67657","http://maps.google.com/?q=3.06698 ,101.67657","JJ Blessing Care Centre","","15","011-23762202","2026-05-07T15:24:57.601Z","25.06.2024 - 24.06.2029"
"NO. 1, JALAN MAS 5, TAMAN MAS BATU 9, 43200 CHERAS, SELANGOR    43200  Selangor","","","3.0692951","B/PJB WT 012/2024","101.7581177","http://maps.google.com/?q=3.0692951	 ,101.7581177","JOYFUL HOME ELDERLY CARE CENTRE","","15","016-9287123","2026-05-07T15:24:57.601Z","24.05.2024 - 23.05.2029"
"NO. 1, JALAN 12/17, SEKSYEN 12, 46200 PETALING JAYA, SELANGOR    46200 PETALING JAYA Selangor","","","3.1114525","B/PJB WT 001/2026","101.6413587","http://maps.google.com/?q=3.1114525,	101.6413587","JOYHAVEN SENIOR CARE CENTRE","","15","0162700469","2026-05-07T15:24:57.601Z","09.01.2026 - 08.01.2031"
"No. 31 Jalan MP 3, Taman Merdeka Permai, Batu Berendam  Melaka  75350  Melaka","","","2.2492978","M/PJH WE 029 / 2023","102.2382384","http://maps.google.com/?q=2.2492978 ,102.2382384","Joyous Spring Sdn. Bhd. Care Centre","","15","0","2026-05-07T15:24:57.601Z","28.08.2023 - 27.08.2028"
"No.27, Jalan Awan Dandan, Taman Yarl, 58200 Taman Yarl WP Kuala Lumpur","","","3.0670","W/PJB WE 009/2025","101.67070","http://maps.google.com/?q=3.0670,101.67070","JR Pro Care Centre","","15","010-9088522","2026-05-07T15:24:57.601Z","18.11.2025 - 17.11.2030"
"NO. 2 & 4, JALAN KEMACAHAYA 9, TAMAN KEMACAHAYA, 43100 HULU LANGAT, SELANGOR    43100  Selangor","","","3.0763023","B/PJB WT 017/2024","101.7785396","http://maps.google.com/?q=3.0763023,	 ,101.7785396","KAI XIN HOME CARE CENTRE","","15","016-6136619","2026-05-07T15:24:57.601Z","21.06.2024 - 20.06.2029"
"31, Jalan Kee Ann, Melaka   75100  Melaka","keeannmelaka@gmail.com","","2.1989022","M/PJB WE 019 / 2023","102.2474946","http://maps.google.com/?q=2.1989022 ,102.2474946","Kee Ann Care Centre","","16","012-9887429","2026-05-07T15:25:00.579Z","26.06.2023 - 25.06.2028"
"22 Tingkat Kurau 8 Chai Leng Park  13700 Perai Pulau Pinang","","","5.38410","P/PJB WT 016/2023","100.39552","http://maps.google.com/?q=5.38410 ,100.39552","Keepers Dementia Care Centre Sdn Bhd","","16","0124255695","2026-05-07T15:25:00.581Z","25.09.2023 - 24.09.2028"
"No 1 Persiaran Jesselton Selatan  10450 Georgetown Pulau Pinang","","","5.41745","P/PJB WT 032/2025","100.29015","http://maps.google.com/?q=5.41745, 100.29015","Keepers Medi Care Centre Sdn Bhd","","16","0124255695","2026-05-07T15:25:00.581Z","22.12.2025 - 21.12.2030"
"K-27,  Jalan Cahaya 1, Taman Salak Selatan, 57100  WP Kuala Lumpur","","","3.07601","W/PJB WT 015/2024","101.69564","http://maps.google.com/?q=3.07601 ,101.69564","Kindnest Care Centre","","16","017-4857361","2026-05-07T15:25:00.581Z","24.10.2024 - 23.10.2029"
"Tingkat M,9,10,11,12, Bangunan RU Emas, No.21, Jalan Tasik Permaisuri 2, Bandar Tun Razak, 56000  WP Kuala Lumpur","","","3.10041","W/PJB WT 008/2022","101.71801","http://maps.google.com/?q=3.10041 ,101.71801","Komune Care Centre","","16","016-2348088","2026-05-07T15:25:00.581Z","28.07.2022 - 27.07.2027"
"No. 9869, Jalan Mohd Salleh, Kg Layang-Layangan   87020  WP Labuan","","","5.3292576","L/PJH WE 001/2023","115.1955961","http://maps.google.com/?q=5.3292576 ,115.1955961","Labuan Aged Care Centre","","16","019-8811030","2026-05-07T15:25:00.581Z","16.02.2023 - 15.02.2028"
"No. 417-425, Jalan Pudu,  55100  WP Kuala Lumpur","andre@lecadia.com","","3.1326563","W/PJB WT 005/2022","101.7150964","http://maps.google.com/?q=3.1326563 ,101.7150964","LECADIA PRIMA CARE CENTRE SDN BHD","","16","03-92220107","2026-05-07T15:25:00.581Z","17.06.2022 - 16.06.2027"
"4 & 6, Lebuh Kota Permai 1 Taman Kota Permai  14000 Bukit Mertajam Pulau Pinang","","","5.340589","P/PJB WT 036/2023","100.45850","http://maps.google.com/?q=5.340589 ,100.45850","Leisure Health Care Centre Sdn Bhd","","16","0124940425","2026-05-07T15:25:00.582Z","26.10.2023 - 25.10.2028"
"7, Jalan Foo Choong Nyit, Greentown,  Ipoh,  30450  Perak","","","4.5942979","A/PJB WT 025/2023","101.0905423","http://maps.google.com/?q=4.5942979	 ,101.0905423","Leisure Ville Care Centre","","16","012-5067404","2026-05-07T15:25:00.582Z","28.07.2023 - 27.07.2028"
"No. 175 & 176, Lorong Hijau 1/3, Taman Hijau 1,  Sitiawan  32000  Perak","","","4.1992043","A/PJB WT 013/2023","100.6937877","http://maps.google.com/?q=4.1992043 ,100.6937877","Light Divine Old Folks Care Centre","","16","014-6326983","2026-05-07T15:25:00.582Z","02.06.2023 - 01.06.2028"
"No. 4A, Jalan Resak, Taman Batu Pahat, 83000 Batu Pahat, Johor   83000  Johor","","","1.8623","J/PJB WT 049/2022","102.9267864","http://maps.google.com/?q=1.8623 ,102.9267864","LILLY LOVING HUT HOME CARE","","17","013-7812289","2026-05-07T15:25:03.816Z","15.11.2022 - 14.11.2027"
"No. 3, Jalan 5/96, Off Jalan Sekuci, Taman Sri Bahtera, Batu 5, Jalan Cheras, 56100  WP Kuala Lumpur","mslspklwp@gmail.com","","3.10443","W/PJB WT 002/2022","101.73675","http://maps.google.com/?q=3.10443 ,101.73675","LITTLE SISTERS OF THE POOR","","17","0111-3089955","2026-05-07T15:25:03.816Z","16.03.2022 - 15.03.2027"
"79 Lorong Batu Lanchang  Georgetown  10400 Georgetown Pulau Pinang","","","5.40232","P/PJB WT 052/2021","100.29633","http://maps.google.com/?q=5.40232 ,100.29633","Little Sisters Of The Poor","","17","048283437","2026-05-07T15:25:03.817Z","20.12.2021 - 19.12.2026"
"LOT NO. 179, FLAT JALAN SELANGOR, SEKSYEN 6 46000 PETALING, SELANGOR   46000  Selangor","","","3.05579","B/PJBWT 004/2023","101.38491","http://maps.google.com/?q=3.05579	 ,101.38491","LOTUS CARE CENTRE","","17","03-79491881","2026-05-07T15:25:03.817Z","10.03.2023 - 09.03.2028"
"No. 7, Jalan Bunga Raya, Pasir Pinji,  Ipoh,  31650  Perak","","","4.3008074","A/PJB WT 034/2023","100.557061","http://maps.google.com/?q=4.3008074 ,100.557061","Lotus Geriatric Care Centre","","17","016-5555579, 05-3234828","2026-05-07T15:25:03.817Z","27.09.2023 - 26.09.2028"
"No. 1081, Jalan Raja Musa, Teluk Intan,   36000  Perak","","","4.0256897","A/PJB WT 068/2021","101.0251836","http://maps.google.com/?q=4.0256897 ,101.0251836","Lotus Geriatric Care Centre","","17","05-6216375, 016-5555579","2026-05-07T15:25:03.817Z","07.12.2021 - 06.12.2026"
"8, Jalan Harvey, Taman Sitiawan, Sitiawan  32000  Perak","","","4.2133719","A/PJB WT 004/2022","100.686805","http://maps.google.com/?q=4.2133719 ,100.686805","Lotus Geriatric Care Centre","","17","016-5555579, 05-6924828","2026-05-07T15:25:03.822Z","21.01.2022 - 20.01.2027"
"No. 12, Lengkok Tasek, Taman Canning,  Ipoh,  31400  Perak","","","4.6037026","A/PJB WT 060/2021","101.1160916","http://maps.google.com/?q=4.6037026 ,101.1160916","Lovely Villa Care Centre","","17","012-5802213","2026-05-07T15:25:03.823Z","11.11.2021 - 10.11.2026"
"14, Jalan SS 4, Taman Seri Selendang Melaka  75350  Melaka","lovingcarecentremelaka@gmail.com","","2.2583655","M/PJB WT 023 / 2021","102.2549504","http://maps.google.com/?q=2.2583655 ,102.2549504","Loving Care Centre","","17","010-5088191","2026-05-07T15:25:03.824Z","12.07.2021 - 11.07.2026"
