facility_name,state,city,street,postal_code,full_address,phone,website,category,subtypes,google_rating,google_reviews,photo_url,google_maps_url,latitude,longitude,source,shared_room_price,private_room_price,last_verified_date
Pusat Jagaan V.R Melodies Old Folks Home,Johor,Senai,Jalan Indah Permai,81400,"Jalan Indah Permai, Taman Saleng Indah, 81400 Senai, Johor Darul Ta'zim",+60 7-598 9676,,Nursing home,Nursing home,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3G1W8uwJTJrpDlecwP3_f_ZiqszdEx4a_kmva7UYR0brmVQzapte5PhrnFJaruhiBPQyryM0I0IOZl91AV9eunS5Tud1DAe1fkm6IsIUGqZkxXeyKc3PpdCXgUJS819wbt-vZ5YH-JHbX=w800-h500-k-no,"https://www.google.com/maps/place/Pusat+Jagaan+V.R+Melodies+Old+Folks+Home/@1.6258306,103.63191649999999,14z/data=!4m8!1m2!2m1!1sPusat+Jagaan+V.R+Melodies+Old+Folks+Home!3m4!1s0x31d08287edba8145:0xed78b5c2e0b9af8c!8m2!3d1.6258306!4d103.63191649999999",1.6258306,103.6319165,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Pusat Jagaan Pawana Sutera,Johor,Kluang,"20, Jalan Kampung Baru, Taman Perkasa, 86000 Kluang, Malaysia",86000,"20, Jalan Kampung Baru, Taman Perkasa, 86000 Kluang, Malaysia, 86000",+60 7-772 0889,,Nursing home,Nursing home,4.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGc-YxknXkJIo4vx1VuEO0INOwFTgjg9Tgzpu5_bT8M6wkH5yWqOv-jjwsEXADIMYdao556ABpkCeqwuH89V9lYwYa-TDi5f4jK63NY8Fm7bjqyIE6QHdYpdKFmRsc7WeL5TSOtaw=w800-h500-k-no,"https://www.google.com/maps/place/Pusat+Jagaan+Pawana+Sutera/@2.0544444,103.3518205,14z/data=!4m8!1m2!2m1!1sPusat+Jagaan+Pawana+Sutera!3m4!1s0x31d06d7be94943fb:0x27e08c5c3592f07b!8m2!3d2.0544444!4d103.3518205",2.0544444,103.3518205,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Miriam Home- prefer donation address,Johor,Kluang,Jalan Tengku Mariam,86000,"Jalan Tengku Mariam, 86000 Kluang, Johor Darul Ta'zim",+60 7-773 0580,,Nursing home,Nursing home,4.8,5.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF80rjx-j6iLrBkidwmBaR5tM684y_QakbktabUh9MinMfIO1GdrosmTnHIZrRWrrl6DiluJcOZrx9oWdvRQU6fcej353C1FhHg5aGWGJ7-g8Rl3i1MSqecAi13crqfa4N5djmo=w800-h500-k-no,"https://www.google.com/maps/place/Miriam+Home-+prefer+donation+address/@2.0224954,103.30599629999999,14z/data=!4m8!1m2!2m1!1sMiriam+Home-+prefer+donation+address!3m4!1s0x31d06c319acb5c19:0xfde7359d432143e!8m2!3d2.0224954!4d103.30599629999999",2.0224954,103.3059963,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Good Shepherd Care Centre,Johor,Kulai,"No 12A, Lot 2970, Kampung Sri Paya",81030,"No 12A, Lot 2970, Kampung Sri Paya, 6/3, 81030 Kulai, Johor",+60 7-652 5264,,Non-profit organization,"Non-profit organization, Nursing home",5.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cp1y7XbL-y4Pio5Qx4VloA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=234.8297&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Good+Shepherd+Care+Centre/@1.65939,103.519707,14z/data=!4m8!1m2!2m1!1sGood+Shepherd+Care+Centre!3m4!1s0x31d082f2c64484e5:0x3f4f4cea5035cf07!8m2!3d1.65939!4d103.519707",1.65939,103.519707,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Tila Care Centre,Selangor,Selayang,"6991, jalan 18 batu 8",68100,"6991, jalan 18 batu 8, taman selayang, 68100 Selayang, Selangor",+60 10-768 2707,https://g.page/tila-care-centre,Nursing home,Nursing home,4.9,53.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaEToBYxApFGRrOniSMY5hbUxmlVGbunw0O9Y_nmHEHNw5O0UIWrkRO374-QlydRqcmoVCEOZll6y_v8xYqA_LEgoDk4S6bPCrk9HVv7MaZVCavkjl12IiV_haFMH7ZbzSMnGG=w800-h500-k-no,"https://www.google.com/maps/place/Tila+Care+Centre/@3.2514353999999996,101.66100929999999,14z/data=!4m8!1m2!2m1!1sTila+Care+Centre!3m4!1s0x31cc475265f34c41:0x26751c092572b962!8m2!3d3.2514353999999996!4d101.66100929999999",3.2514354,101.6610093,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
EHA Bayview Eldercare - (Cheras | Sungai Long | Kajang) 温馨疗养别墅 #1 Nursing Home KL,Selangor,Kajang,"7, Persiaran Sungai Long 5",43000,"7, Persiaran Sungai Long 5, Bandar Sungai Long, 43000 Kajang, Selangor",+60 17-755 6997,http://ehaeldercare.com.my/,Nursing home,"Nursing home, Adult day care center, Assisted living facility, Aged Care Service",5.0,22.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7segws_3c8K2g4028pOckoYvGMk5DPZStje7-1ZeDYrjg06xISEqwLsbVGK0IxrQxTzUX4Jkq3XCZC0-6n66LQuilsbBCYt-GAdBviVgRyczOGWB4Th_TqJKPIu4-QQzB7KF3rE20kKI=w800-h500-k-no,"https://www.google.com/maps/place/EHA+Bayview+Eldercare+-+%28Cheras+%7C+Sungai+Long+%7C+Kajang%29+%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+KL/@3.0501245,101.80279069999999,14z/data=!4m8!1m2!2m1!1sEHA+Bayview+Eldercare+-+%28Cheras+%7C+Sungai+Long+%7C+Kajang%29+%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+KL!3m4!1s0x31cc33b1b9e2fc8b:0xa6e18517671344f4!8m2!3d3.0501245!4d101.80279069999999",3.0501245,101.8027907,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Noble Care,Johor,Johor Bahru,"New Village, 17, Jalan Tan Hack Kiat, Jalan Tampoi",81200,"New Village, 17, Jalan Tan Hack Kiat, Jalan Tampoi, 81200 Johor Bahru, Johor Darul Ta'zim",+60 16-778 6795,http://www.mynoblecare.com/,Nursing home,Nursing home,4.4,16.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEya_MOPy-y3jzv5d3MYmyphbr8Ju9jOMNYCMIs3PDwhdzvIsvjo5B40DlZFvtT3I_l4tQw1-lrOPdMhtCh8o-f80Vs2bN3RGpYx7a9aQZHonJ0Om4nIe9sxxIoysCUHde9zM4Zzw=w800-h500-k-no,"https://www.google.com/maps/place/Noble+Care/@1.4996728,103.7035238,14z/data=!4m8!1m2!2m1!1sNoble+Care!3m4!1s0x31da73bf188fc383:0xc734296cb478b8be!8m2!3d1.4996728!4d103.7035238",1.4996728,103.7035238,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Green Acres Elderly Care Centre Managed By Green Acres Residence Care (Group) Sdn. Bhd.,Johor,Johor Bahru,"50 & 52, 50, Jalan Bukit Kempas 4/3",81200,"50 & 52, 50, Jalan Bukit Kempas 4/3, Taman Bukit Kempas, 81200 Johor Bahru, Johor Darul Ta'zim",+60 11-5991 9916,https://www.greenacreshome.com/,Nursing home,Nursing home,4.8,4.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFVhf2bJkfN7kwITN9hVs_bqOMaT9NsZ1LAybow5rw_rOuFZwpK2PbJpRIjqOaLxZ_snRY-pR-k9ZbtMc2efOlVPTSwDDnNkN49gLjwCjkhrNr1nIJrJyUUQ8Mxz396C7Syf4g=w800-h500-k-no,"https://www.google.com/maps/place/Green+Acres+Elderly+Care+Centre+Managed+By+Green+Acres+Residence+Care+%28Group%29+Sdn.+Bhd./@1.5367665,103.6994563,14z/data=!4m8!1m2!2m1!1sGreen+Acres+Elderly+Care+Centre+Managed+By+Green+Acres+Residence+Care+%28Group%29+Sdn.+Bhd.!3m4!1s0x31da72392c3e7e2f:0x4177f0ae3052be4a!8m2!3d1.5367665!4d103.6994563",1.5367665,103.6994563,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Lee Nursing 李护理疗养院,Johor,Skudai,"7, Jalan Joget 8",81300,"7, Jalan Joget 8, Taman Nesa, 81300 Skudai, Johor Darul Ta'zim",+60 12-777 6673,http://www.facebook.com/Lee-Nursing-Home-101030911675780,Nursing home,Nursing home,3.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoIyW8pzAcy4u_SI_fu3PBxEpORLIWy7U-fWo5O_zt1NWEZNWr131XMqjwZ9uskGGw5zJpwka4cD1CSXKit_JQRmG6OA5EVvbx03ZEGAislVAJKqLdq30vLhR3Brlaw8jADoaJ=w800-h500-k-no,"https://www.google.com/maps/place/Lee+Nursing+%E6%9D%8E%E6%8A%A4%E7%90%86%E7%96%97%E5%85%BB%E9%99%A2/@1.5303892,103.65560889999999,14z/data=!4m8!1m2!2m1!1sLee+Nursing+%E6%9D%8E%E6%8A%A4%E7%90%86%E7%96%97%E5%85%BB%E9%99%A2!3m4!1s0x31da73bd148b78e1:0xa4f1e6f16585128!8m2!3d1.5303892!4d103.65560889999999",1.5303892,103.6556089,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Lotus Ville Care Centre,Johor,Johor Bahru,"67, Jalan Anggerik 20, Taman Johor Jaya Johor Jaya",81800,"67, Jalan Anggerik 20, Taman Johor Jaya Johor Jaya, 81800 Johor Bahru, Johor Darul Ta'zim",+60 17-737 1233,https://lotusville.org.my/,Nursing home,Nursing home,4.0,8.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEo8fwvjVDRgLeAZaL8GqVAHNUKJ3VaO7KDwa-ZsYWFkQTPSvlxisg4hi30pAkV7d7PyOycAKsnBmwDhk4xOaH-Zfz_K0Zt04_KrI8U5ktjVTkNxTzPh6AcyVZQjcduxoKq67iw=w800-h500-k-no,"https://www.google.com/maps/place/Lotus+Ville+Care+Centre/@1.5490074999999999,103.800935,14z/data=!4m8!1m2!2m1!1sLotus+Ville+Care+Centre!3m4!1s0x31da6d9ab746c9b3:0x17a5fd5a05d70ab3!8m2!3d1.5490074999999999!4d103.800935",1.5490075,103.800935,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
"Yong An Old Folks Care Centre - Ulu Tiram, JB",Johor,Ulu Tiram,"5, Jalan Berlian 4",81800,"5, Jalan Berlian 4, Taman Gunung Emas, 81800 Ulu Tiram, Johor Darul Ta'zim",+60 10-222 2566,https://yongan-evercare.com/,Nursing home,"Nursing home, Retirement home",4.0,5.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECMdNzM6YSq6BsdT-hWuhvoKp9_ddYArG7mAW1rLXkZaFDVrVDAamK8DyfhHIzTLqAIMCRUcav_6Sbov5EQ2QdOnnJbBajszCjyGZl7bwG8PbcxoRdpXrzI3f8YnQD4grXCYsmCqy44cn7=w800-h500-k-no,"https://www.google.com/maps/place/Yong+An+Old+Folks+Care+Centre+-+Ulu+Tiram%2C+JB/@1.5945623999999998,103.81740719999999,14z/data=!4m8!1m2!2m1!1sYong+An+Old+Folks+Care+Centre+-+Ulu+Tiram%2C+JB!3m4!1s0x31da6f12421a60cb:0x4c5b67870b0ffcd2!8m2!3d1.5945623999999998!4d103.81740719999999",1.5945624,103.8174072,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
AustinLoyal Care Centre,Johor,Johor Bahru,"1, Jalan Mutiara Emas 3/4",81100,"1, Jalan Mutiara Emas 3/4, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim",+60 19-219 9828,http://www.austinloyal.com/,Nursing home,Nursing home,1.9,260.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTJi5HZhkRY1HuqEcluKRQAcJLxoI_XL04RmU8Hg_iasL4EIV3_U7qteefmeXSXD0GJ3whu9nJV3RD7nU9L1pjKhG0bEqmOjJr-K57qAyoHGdZkzmXwnqlCF8PVweLkZH7SWTE=w800-h500-k-no,"https://www.google.com/maps/place/AustinLoyal+Care+Centre/@1.5608227,103.7809224,14z/data=!4m8!1m2!2m1!1sAustinLoyal+Care+Centre!3m4!1s0x31da6e860a5a75e9:0x9525851a59f20c00!8m2!3d1.5608227!4d103.7809224",1.5608227,103.7809224,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Liang He Elderly Care Center 良禾托老之家,Johor,Ulu Tiram,"4, Jalan Mutiara 4",81800,"4, Jalan Mutiara 4, Taman Mutiara, 81800 Ulu Tiram, Johor Darul Ta'zim",+60 16-221 1828,,Nursing home,Nursing home,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MDFAqFDcsPJb-PQMDoT00A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=144.78246&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Liang+He+Elderly+Care+Center+%E8%89%AF%E7%A6%BE%E6%89%98%E8%80%81%E4%B9%8B%E5%AE%B6/@1.5871636999999998,103.8160789,14z/data=!4m8!1m2!2m1!1sLiang+He+Elderly+Care+Center+%E8%89%AF%E7%A6%BE%E6%89%98%E8%80%81%E4%B9%8B%E5%AE%B6!3m4!1s0x31da6f007a326a49:0x43228e86f8436d81!8m2!3d1.5871636999999998!4d103.8160789",1.5871637,103.8160789,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
居銮疗养院 - 悦年华养生苑 Blissful Senior Care Centre（ Licensed and Certified by Government）,Johor,Kluang,"29, Jalan 9, Taman Dato Amar Diraja 2",86000,"29, Jalan 9, Taman Dato Amar Diraja 2, 86000 Kluang, Johor Darul Ta'zim",+60 19-735 7353,,Nursing home,Nursing home,4.8,22.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4-E_qPTOvLxuf2nx4KBDA0iHIriQdVA0qtUzc4Z4KxIQnmhswfO2-HWvRvCUy9DqvFIrSq_GcpwAOQHqRUqrZT0RRh3KiH__vAMpAcVY2DtcVnL9xBRdCe48HOaoODG-3ycVfuA=w800-h500-k-no,"https://www.google.com/maps/place/%E5%B1%85%E9%8A%AE%E7%96%97%E5%85%BB%E9%99%A2+-+%E6%82%A6%E5%B9%B4%E5%8D%8E%E5%85%BB%E7%94%9F%E8%8B%91+Blissful+Senior+Care+Centre%EF%BC%88+Licensed+and+Certified+by+Government%EF%BC%89/@2.0522142999999997,103.3374549,14z/data=!4m8!1m2!2m1!1s%E5%B1%85%E9%8A%AE%E7%96%97%E5%85%BB%E9%99%A2+-+%E6%82%A6%E5%B9%B4%E5%8D%8E%E5%85%BB%E7%94%9F%E8%8B%91+Blissful+Senior+Care+Centre%EF%BC%88+Licensed+and+Certified+by+Government%EF%BC%89!3m4!1s0x31d06dc20de55c85:0xdea1cd251451fa38!8m2!3d2.0522142999999997!4d103.3374549",2.0522143,103.3374549,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
"JOY Elder Care Home( Best in Kluang,)",Johor,Kluang,"49, Jalan Kluang Perdana 5",86000,"49, Jalan Kluang Perdana 5, taman kluang perdana, 86000 Kluang, Johor Darul Ta'zim",+60 10-716 7487,,Nursing home,Nursing home,4.8,4.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV9DhA7urFOwACXGiRYrJoGfHu521_PtwOu2Y1EPybs7uuZ06aMOHJ81ksdVtICeJP8SYMvJJ_kVKqaSn3enz0uPUmRFuIRXF2b1XpEjzHAJAbJaQHeZi0dOTIn_Og44uxwPp7GyA9fMSS=w800-h500-k-no,"https://www.google.com/maps/place/JOY+Elder+Care+Home%28+Best+in+Kluang%2C%29/@2.0015701,103.2934282,14z/data=!4m8!1m2!2m1!1sJOY+Elder+Care+Home%28+Best+in+Kluang%2C%29!3m4!1s0x31d06f537ed1f0f9:0x22a8bcb096042fbb!8m2!3d2.0015701!4d103.2934282",2.0015701,103.2934282,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
JR Segamat Care Centre,Johor,Segamat District,Wisma Muhibbah,85000,"Wisma Muhibbah, Bandar Putra, 85000 Segamat, Johor Darul Ta'zim",+60 12-988 7429,https://johnsonresidence.com.my/,Adult day care center,"Nursing home, Adult day care center",5.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IBDjPUUuLWFh2jatAaL6yg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=350.09647&pitch=0&thumbfov=100,"https://www.google.com/maps/place/JR+Segamat+Care+Centre/@2.4937193,102.86432579999999,14z/data=!4m8!1m2!2m1!1sJR+Segamat+Care+Centre!3m4!1s0x31cfd396ce3055d9:0xfb462f4b8f65d671!8m2!3d2.4937193!4d102.86432579999999",2.4937193,102.8643258,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Golden Age Care Centre,Johor,Muar,"28-10, Jalan Ria 2",84000,"28-10, Jalan Ria 2, Taman Ria, 84000 Muar, Johor Darul Ta'zim",+60 12-988 7711,https://www.facebook.com/goldenagecc,Nursing home,Nursing home,3.9,8.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFp3SdAlZYOgPfvLBX-E0UM0cIGf1SMGvGQnxl4kK-5LetXms5428jU0MJyUN2FEnnihvSgaU6TqFx2P2bzywF4qjZ9eJ6bQgp19-GK3ah-ylrvTBh62r1o7VB9xV668J4Jm8Bp_w=w800-h500-k-no,"https://www.google.com/maps/place/Golden+Age+Care+Centre/@2.0768552,102.5818204,14z/data=!4m8!1m2!2m1!1sGolden+Age+Care+Centre!3m4!1s0x31d1b96b13ab91f5:0xcfaf2291c89c24d9!8m2!3d2.0768552!4d102.5818204",2.0768552,102.5818204,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
EHA Grandview Eldercare - 甲洞温馨疗养别墅 #1 Nursing Home KL (Kepong | Desa Parkcity | Jalan Ipoh ),Kuala Lumpur,Kuala Lumpur,"6, Lengkungan Vethavanam",51100,"6, Lengkungan Vethavanam, Taman Kaya, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",+60 19-553 3690,https://ehaeldercare.com.my/,Nursing home,"Nursing home, Adult day care center, Assisted living facility, Aged Care Service",5.0,27.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwkUIWbfecfr1QXA3qlOleDoOc77QT9gziMjAl71XS1BV5WxumR3YMSNA-SoiTOv8S0I5byy8KOVU5hsrjRFAzDKq0jXz6kNU_cov32yhIxWT8drqHLtgajv0gEt80yoXJbEqIqkuDXu2I=w800-h500-k-no,"https://www.google.com/maps/place/EHA+Grandview+Eldercare+-+%E7%94%B2%E6%B4%9E%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+KL+%28Kepong+%7C+Desa+Parkcity+%7C+Jalan+Ipoh+%29/@3.1904746,101.6830258,14z/data=!4m8!1m2!2m1!1sEHA+Grandview+Eldercare+-+%E7%94%B2%E6%B4%9E%E6%B8%A9%E9%A6%A8%E7%96%97%E5%85%BB%E5%88%AB%E5%A2%85+%231+Nursing+Home+KL+%28Kepong+%7C+Desa+Parkcity+%7C+Jalan+Ipoh+%29!3m4!1s0x31cc49585dba3afb:0xaf99d81ab2d7166!8m2!3d3.1904746!4d101.6830258",3.1904746,101.6830258,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Gentle Hearts Care Centre 温心疗养与护理中心,Melaka,Malacca,"C5101, Jalan Datuk Palembang",75150,"C5101, Jalan Datuk Palembang, Bukit Baru, 75150 Melaka",+60 12-650 2559,https://www.gentlehearts.my/,Nursing home,"Nursing home, Adult day care center, Day care center, Medical Center, Rehabilitation center",4.8,31.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxRPo-8fGod4QFRJhlg-1Ybm7428_WnevzGqr0FYjsJLbXk7yfXw-wqEK0lptrGbOkjQHN8RZNGOrEQqdBriJ_tO5_-3qzOrDUWT8DB9yNlppEh_qAGVIwllmlxOI-HXkMOrE=w800-h500-k-no,"https://www.google.com/maps/place/Gentle+Hearts+Care+Centre+%E6%B8%A9%E5%BF%83%E7%96%97%E5%85%BB%E4%B8%8E%E6%8A%A4%E7%90%86%E4%B8%AD%E5%BF%83/@2.2263619,102.27988409999999,14z/data=!4m8!1m2!2m1!1sGentle+Hearts+Care+Centre+%E6%B8%A9%E5%BF%83%E7%96%97%E5%85%BB%E4%B8%8E%E6%8A%A4%E7%90%86%E4%B8%AD%E5%BF%83!3m4!1s0x31d1efc4b8a35e11:0xd0386f0e4637ca4e!8m2!3d2.2263619!4d102.27988409999999",2.2263619,102.2798841,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Cozzi Confinement Center | Yong Peng 娘家精致月子中心,Johor,Yong Peng,"2, Jalan Kota Impian 4",83000,"2, Jalan Kota Impian 4, 83000 Yong Peng, Johor Darul Ta'zim",+60 12-724 1013,https://cozziconfinement.com.my/,Nursing home,Nursing home,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtJ69ieMR6uXcJy19C3eD4cRM4hMQ6QIgzkQ3PaxBWawQE1_k7hRuwER-eAvBAz0-Ygik7QUbBuQjn6ZwD7CwWAFgFBTTP-skTeR38B47prZRmyuxEshXyd1rmice-iBb-TxkSjA=w800-h500-k-no,"https://www.google.com/maps/place/Cozzi+Confinement+Center+%7C+Yong+Peng+%E5%A8%98%E5%AE%B6%E7%B2%BE%E8%87%B4%E6%9C%88%E5%AD%90%E4%B8%AD%E5%BF%83/@2.020674,103.08111919999999,14z/data=!4m8!1m2!2m1!1sCozzi+Confinement+Center+%7C+Yong+Peng+%E5%A8%98%E5%AE%B6%E7%B2%BE%E8%87%B4%E6%9C%88%E5%AD%90%E4%B8%AD%E5%BF%83!3m4!1s0x31d04770f42e8509:0xef67629416af808d!8m2!3d2.020674!4d103.08111919999999",2.020674,103.0811192,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Haywood Senior Living Medini Johor Bahru,Johor,Johor Bahru,"5, Persiaran Medini Utara 3",79250,"5, Persiaran Medini Utara 3, Bandar Medini Iskandar, 79250 Johor Bahru, Johor Darul Ta'zim",+60 11-5587 9788,https://haywoodliving.co/,Nursing home,Nursing home,5.0,40.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAED6e5kEnfbuaJenMAZeW0D-Wm3QoX7WZa7nR-rJV8i7alY_8c7MMOZ4cyBy-sbxiCtNP1Yqm2jdEk7rRHIMRocjSL6_2afqe_Bp6xW1vE8fPXJTKff9wW7d0h-d94v6m1-xI2HasEAHsbY=w800-h500-k-no,"https://www.google.com/maps/place/Haywood+Senior+Living+Medini+Johor+Bahru/@1.4214148,103.6298446,14z/data=!4m8!1m2!2m1!1sHaywood+Senior+Living+Medini+Johor+Bahru!3m4!1s0x31da0b3344abd2cf:0x30403f4dde3c1657!8m2!3d1.4214148!4d103.6298446",1.4214148,103.6298446,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Peaceful Nest Special Care Centre 康宁特殊照护中心,Johor,Segamat District,"1. JALAN SERIKAYA 15, TAMAN SEGAMAT BARU",85000,"1. JALAN SERIKAYA 15, TAMAN SEGAMAT BARU, Bandar Segamat Baru, 85000 Segamat, Johor Darul Ta'zim",+60 11-1638 2513,,Nursing home,Nursing home,5.0,1.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_EWqhWbXSltpQdlHdnksoyMzSsIYjH6M2DoKTEEtMB95Bo48U-qm26w8YqCbBxdRq47HHeQMZN8SHWLcEUIy7T6mEKrhB5lTgQr6JVpDt9F_mPynZ5DZtAUNz8tl0cTrY6adc_Fqbr60T=w800-h500-k-no,"https://www.google.com/maps/place/Peaceful+Nest+Special+Care+Centre+%E5%BA%B7%E5%AE%81%E7%89%B9%E6%AE%8A%E7%85%A7%E6%8A%A4%E4%B8%AD%E5%BF%83/@2.4957857,102.8475575,14z/data=!4m8!1m2!2m1!1sPeaceful+Nest+Special+Care+Centre+%E5%BA%B7%E5%AE%81%E7%89%B9%E6%AE%8A%E7%85%A7%E6%8A%A4%E4%B8%AD%E5%BF%83!3m4!1s0x31cfd341805bc53b:0xd2020d55edc66e02!8m2!3d2.4957857!4d102.8475575",2.4957857,102.8475575,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Pusat Jagaan Warga Istimewa Triple One Tangkak,Johor,Tangkak,"306, Jln Rambutan",84900,"306, Jln Rambutan, Sagil, 84900 Tangkak, Johor Darul Ta'zim",+60 16-200 8448,,Nursing home,"Nursing home, Adult foster care service",4.9,8.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvFy9Q-lFxoL2UOKsCq4yMNeR9rjR3koprEqvaSL_-fpodBmf8ezGXkSJTIgQO_8nx2loIHXIgELiSXUCDLApaU8Qb074rbVGjmrOz89MExekf6VzVcMSt2QmUP4HeQ3K8KTvz8NOiQLjS=w800-h500-k-no,"https://www.google.com/maps/place/Pusat+Jagaan+Warga+Istimewa+Triple+One+Tangkak/@2.3072505999999997,102.6085552,14z/data=!4m8!1m2!2m1!1sPusat+Jagaan+Warga+Istimewa+Triple+One+Tangkak!3m4!1s0x31d1db002d997541:0x45887fec2ffc9465!8m2!3d2.3072505999999997!4d102.6085552",2.3072506,102.6085552,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
Ru Jia Care Center 如家特殊托顾中心,Johor,Segamat District,"1, Jalan Putra 1/9",85000,"1, Jalan Putra 1/9, Bandar Putra, 85000 Segamat, Johor Darul Ta'zim",,,Nursing home,Nursing home,5.0,5.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBQGhLSS5vu9nAaPEUc0zbcRVS2VPOdxLBMnamDV5iCXKyeWkIqiN6RZP9GZ4aMrdp4eF_bpfPuHp_Shdi-zPkIvEXF_TXIpELafA49Sz89Jdy6wddSGvzoZHx4y7uMwCREbN8=w800-h500-k-no,"https://www.google.com/maps/place/Ru+Jia+Care+Center+%E5%A6%82%E5%AE%B6%E7%89%B9%E6%AE%8A%E6%89%98%E9%A1%BE%E4%B8%AD%E5%BF%83/@2.4973494,102.8662686,14z/data=!4m8!1m2!2m1!1sRu+Jia+Care+Center+%E5%A6%82%E5%AE%B6%E7%89%B9%E6%AE%8A%E6%89%98%E9%A1%BE%E4%B8%AD%E5%BF%83!3m4!1s0x31cfd3ffdceb75b7:0xaf64abc64c03e28c!8m2!3d2.4973494!4d102.8662686",2.4973494,102.8662686,Google Maps / Outscraper,pricing_unknown,pricing_unknown,2026-04-28
